ticket_id,customer_id,ticket_date,issue_type,priority,resolution_status,satisfaction_score
7000436,127013,2024-05-04,Account Access,Medium,Resolved,5.0
7000437,128148,2023-02-09,KYC Delay,High,Resolved,4.0
7000438,119810,2024-09-09,Account Access,Medium,Resolved,4.0
7000439,110071,2023-08-31,General,Low,Resolved,5.0
7000440,900356,2023-01-10,Fraud Concern,High,Resolved,4.0
7000441,121509,2024-10-07,Chargeback,Medium,Resolved,4.0
7000442,125430,2023-09-21,Card Blocked,High,Resolved,5.0
7000443,103605,2023-02-20,General,Low,Resolved,5.0
7000444,105282,2023-11-25,Loan Question,High,Resolved,4.0
7000445,127466,2024-01-08,Failed Payment,High,Resolved,5.0
7000446,122922,2024-11-18,Chargeback,High,Resolved,4.0
7000447,123487,2023-03-21,Card Blocked,Medium,Unresolved,1.0
7000448,106792,2023-10-01,Failed Payment,Medium,Resolved,3.0
7000449,124239,2023-09-08,Chargeback,Medium,Resolved,5.0
7000450,118417,2024-10-01,Failed Payment,Medium,Unresolved,2.0
7000451,127624,2023-09-29,Account Access,High,Resolved,
7000452,100849,2023-11-10,Loan Question,Medium,Resolved,4.0
7000453,127433,2024-04-06,Account Access,Medium,Resolved,4.0
7000454,112210,2023-09-01,Fraud Concern,High,Resolved,3.0
7000455,124826,2024-09-08,Card Blocked,Medium,Resolved,3.0
7000456,120736,2024-10-09,Loan Question,Low,Unresolved,1.0
7000457,115383,2023-02-13,General,Medium,Unresolved,3.0
7000458,109220,2024-12-05,Card Blocked,Low,Resolved,4.0
7000459,129850,2024-06-09,Loan Question,High,Resolved,4.0
7000460,103114,2023-02-03,Account Access,Low,Resolved,4.0
7000461,105817,2023-11-24,KYC Delay,Medium,Resolved,4.0
7000462,124661,2023-02-24,Account Access,Medium,Unresolved,2.0
7000463,100805,2024-05-18,Card Blocked,Low,Unresolved,1.0
7000464,122727,2023-02-18,Failed Payment,High,Resolved,5.0
7000465,100031,2023-11-04,Card Blocked,Low,Resolved,
7000466,108165,2023-12-30,General,Medium,Resolved,5.0
7000467,119027,2023-12-09,KYC Delay,Medium,Resolved,5.0
7000468,105656,2023-04-21,Failed Payment,Critical,Unresolved,1.0
7000469,127818,2024-06-11,Chargeback,High,Resolved,4.0
7000470,103340,2023-10-29,General,Medium,Unresolved,2.0
7000471,129228,2023-07-18,Fraud Concern,Medium,Resolved,4.0
7000472,129527,2023-03-25,KYC Delay,High,Resolved,5.0
7000473,105041,2024-07-07,Loan Question,Medium,Resolved,3.0
7000474,111866,2023-12-06,Failed Payment,Critical,Resolved,3.0
7000475,129151,2024-12-04,KYC Delay,Low,Unresolved,2.0
7000476,106459,2024-01-18,Failed Payment,Critical,Resolved,3.0
7000477,100466,2024-08-26,Card Blocked,Low,Resolved,3.0
7000478,113501,2024-02-10,Loan Question,Medium,Escalated,3.0
7000479,900397,2023-04-13,Failed Payment,Medium,Resolved,3.0
7000480,116284,2024-06-15,Loan Question,Medium,Resolved,3.0
7000481,121379,2024-01-12,Loan Question,High,Resolved,4.0
7000482,117783,2024-08-01,General,Medium,Resolved,5.0
7000483,109235,2024-08-30,Card Blocked,Medium,Unresolved,1.0
7000484,106446,2023-02-16,KYC Delay,Medium,Unresolved,
7000485,113633,2023-01-08,Failed Payment,Medium,Resolved,5.0
7000486,105876,2024-08-14,General,High,Resolved,4.0
7000487,113455,2023-07-10,KYC Delay,Low,Resolved,4.0
7000488,113520,2024-03-26,Loan Question,Low,Resolved,4.0
7000489,108909,2024-11-02,Loan Question,Medium,Unresolved,2.0
7000490,129515,2023-12-24,Chargeback,High,Resolved,4.0
7000491,121178,2023-11-12,General,Low,Resolved,4.0
7000492,101195,2023-02-26,Card Blocked,Critical,Resolved,5.0
7000493,107239,2024-02-16,General,Medium,Unresolved,3.0
7000494,120537,2024-03-15,Failed Payment,High,Resolved,4.0
7000495,100302,2024-12-08,Chargeback,High,Resolved,4.0
7000496,103480,2024-08-09,Account Access,Medium,Resolved,5.0
7000497,128012,2023-04-16,KYC Delay,Medium,Unresolved,2.0
7000498,110179,2024-11-27,Account Access,Medium,Resolved,3.0
7000499,109482,2023-07-11,Account Access,Medium,Resolved,5.0
7000500,109712,2024-01-31,General,High,Resolved,5.0
7000501,900152,2023-12-05,Failed Payment,High,Unresolved,1.0
7000502,116262,2024-07-17,Failed Payment,High,Resolved,5.0
7000503,113973,2023-02-27,Card Blocked,Medium,Resolved,4.0
7000504,128236,2023-02-17,Card Blocked,Low,Escalated,2.0
7000505,114714,2023-01-11,General,Medium,Resolved,5.0
7000506,109328,2024-08-08,General,Low,Resolved,3.0
7000507,107915,2024-08-04,Card Blocked,Medium,Resolved,3.0
7000508,113942,2023-08-08,KYC Delay,Medium,Resolved,4.0
7000509,113670,2024-08-12,Failed Payment,High,Resolved,
7000510,114269,2023-02-27,General,Low,Unresolved,2.0
7000511,124799,2023-10-17,Failed Payment,High,Resolved,5.0
7000512,110762,2024-07-22,Account Access,Medium,Resolved,5.0
7000513,100479,2024-11-09,KYC Delay,Medium,Resolved,4.0
7000514,127524,2023-12-24,Chargeback,High,Resolved,4.0
7000515,126904,2024-05-14,Fraud Concern,Medium,Resolved,4.0
7000516,115586,2023-03-02,Failed Payment,Medium,Resolved,5.0
7000517,118538,2023-10-25,Failed Payment,Critical,Resolved,5.0
7000518,100076,2023-10-21,Failed Payment,High,Resolved,4.0
7000519,124456,2024-07-01,Account Access,Low,Resolved,4.0
7000520,122406,2024-09-21,Failed Payment,Medium,Resolved,4.0
7000521,118981,2023-04-08,Account Access,Medium,Escalated,4.0
7000522,128822,2023-06-25,General,High,Unresolved,3.0
7000523,113098,2024-04-07,Failed Payment,Medium,Resolved,4.0
7000524,108825,2023-05-10,Fraud Concern,High,Escalated,2.0
7000525,111719,2023-03-10,Failed Payment,Critical,Resolved,4.0
7000526,108060,2024-09-20,Chargeback,High,Resolved,4.0
7000527,125169,2023-05-06,Card Blocked,Medium,Resolved,
7000528,121476,2024-01-15,Card Blocked,Medium,Resolved,4.0
7000529,101365,2024-07-12,Account Access,High,Resolved,5.0
7000530,103264,2024-04-13,Failed Payment,High,Resolved,4.0
7000531,117140,2023-01-29,Card Blocked,Medium,Resolved,4.0
7000532,113010,2024-08-31,Card Blocked,Medium,Unresolved,
7000533,117819,2024-11-21,General,Medium,Escalated,5.0
7000534,122896,2023-09-21,KYC Delay,Low,Resolved,4.0
7000535,121082,2023-04-05,Fraud Concern,Medium,Resolved,3.0
7000536,129354,2024-05-13,KYC Delay,Medium,Resolved,4.0
7000537,115770,2023-02-02,Card Blocked,Low,Resolved,4.0
7000538,125277,2024-06-17,Loan Question,Medium,Resolved,4.0
7000539,128990,2024-11-20,Failed Payment,Medium,Resolved,4.0
7000540,104297,2024-10-10,Loan Question,High,Resolved,4.0
7000541,109770,2023-12-04,Chargeback,Medium,Resolved,4.0
7000542,108206,2023-04-04,Fraud Concern,High,Resolved,4.0
7000543,107126,2024-08-08,Card Blocked,Critical,Resolved,5.0
7000544,900403,2024-03-10,Account Access,Critical,Unresolved,
7000545,117913,2024-06-29,Account Access,Medium,Resolved,5.0
7000546,109455,2024-01-11,General,Medium,Escalated,3.0
7000547,125935,2023-08-26,Account Access,High,Resolved,5.0
7000548,100707,2023-03-02,Chargeback,Critical,Resolved,4.0
7000549,122966,2023-11-14,Failed Payment,Medium,Resolved,4.0
7000550,125200,2023-02-11,Failed Payment,Medium,Resolved,
7000551,116824,2024-09-30,General,Low,Resolved,4.0
7000552,107709,2023-12-25,Account Access,Medium,Escalated,3.0
7000553,123297,2023-04-18,Account Access,Low,Resolved,3.0
7000554,103612,2023-10-24,KYC Delay,Low,Resolved,4.0
7000555,127408,2024-01-06,Card Blocked,Critical,Resolved,5.0
7000556,100032,2024-04-29,Card Blocked,Low,Resolved,3.0
7000557,112566,2023-06-26,Account Access,High,Resolved,3.0
7000558,107571,2024-05-23,Loan Question,Low,Resolved,4.0
7000559,101455,2024-08-08,Chargeback,Medium,Resolved,3.0
7000560,114370,2024-09-14,Fraud Concern,Medium,Escalated,1.0
7000561,121859,2023-01-23,Account Access,Critical,Resolved,5.0
7000562,129351,2024-10-03,Loan Question,Low,Resolved,4.0
7000563,122234,2024-05-25,KYC Delay,Critical,Unresolved,3.0
7000564,107812,2023-08-08,Failed Payment,Medium,Resolved,3.0
7000565,100543,2023-11-27,Account Access,Low,Resolved,2.0
7000566,123427,2024-02-02,Card Blocked,Low,Resolved,3.0
7000567,100016,2024-08-16,Loan Question,Medium,Resolved,
7000568,106337,2024-09-08,Loan Question,Medium,Unresolved,2.0
7000569,100415,2023-10-23,Account Access,Medium,Resolved,4.0
7000570,116045,2023-12-09,Account Access,High,Resolved,5.0
7000571,120715,2023-05-13,Loan Question,Critical,Resolved,3.0
7000572,109747,2024-04-21,Failed Payment,High,Resolved,4.0
7000573,108828,2023-04-04,Account Access,Medium,Resolved,4.0
7000574,109689,2023-09-04,General,High,Resolved,3.0
7000575,105963,2023-01-27,Failed Payment,Medium,Resolved,5.0
7000576,117868,2023-06-08,Loan Question,Critical,Unresolved,2.0
7000577,103900,2023-05-12,Failed Payment,Medium,Unresolved,1.0
7000578,113683,2023-11-28,Loan Question,Medium,Escalated,2.0
7000579,128693,2024-04-23,Fraud Concern,High,Resolved,4.0
7000580,102009,2024-01-04,Card Blocked,Medium,Resolved,
7000581,121082,2024-11-19,Chargeback,High,Escalated,
7000582,100106,2023-05-30,Failed Payment,High,Resolved,3.0
7000583,122559,2023-08-12,KYC Delay,High,Unresolved,1.0
7000584,104282,2023-05-07,Failed Payment,High,Unresolved,
7000585,108167,2023-01-07,Loan Question,Medium,Resolved,5.0
7000586,122004,2024-09-01,Loan Question,High,Resolved,4.0
7000587,115164,2023-06-26,Account Access,Medium,Resolved,5.0
7000588,113155,2023-05-31,Card Blocked,Medium,Resolved,5.0
7000589,127637,2024-01-14,Account Access,Medium,Resolved,4.0
7000590,109920,2024-11-18,Failed Payment,Critical,Escalated,3.0
7000591,110386,2024-03-13,Fraud Concern,Medium,Unresolved,1.0
7000592,118886,2024-06-14,Loan Question,Low,Resolved,5.0
7000593,127556,2024-06-28,Failed Payment,High,Resolved,1.0
7000594,126656,2024-06-14,KYC Delay,Low,Resolved,3.0
7000595,124593,2024-10-03,Loan Question,Low,Resolved,4.0
7000596,109435,2023-10-21,Failed Payment,Medium,Resolved,5.0
7000597,111523,2023-11-02,Failed Payment,Medium,Escalated,3.0
7000598,121406,2024-06-11,Card Blocked,Low,Resolved,4.0
7000599,103808,2024-11-07,Account Access,High,Resolved,5.0
7000600,115785,2024-08-25,Card Blocked,High,Resolved,5.0
7000601,110330,2023-04-04,Fraud Concern,High,Escalated,2.0
7000602,128907,2023-04-15,Account Access,Medium,Resolved,4.0
7000603,113512,2023-11-25,Failed Payment,High,Resolved,4.0
7000604,117624,2023-06-28,Card Blocked,Low,Resolved,5.0
7000605,121574,2024-04-05,KYC Delay,Medium,Escalated,4.0
7000606,100622,2024-09-13,Card Blocked,Critical,Escalated,3.0
7000607,103761,2024-07-16,Failed Payment,High,Resolved,4.0
7000608,102251,2024-07-01,Fraud Concern,Critical,Resolved,3.0
7000609,125428,2023-06-11,Loan Question,High,Resolved,4.0
7000610,113599,2024-03-23,Fraud Concern,Critical,Resolved,4.0
7000611,104559,2023-11-03,Failed Payment,High,Unresolved,3.0
7000612,100301,2024-12-30,KYC Delay,High,Resolved,5.0
7000613,114392,2024-06-10,General,Medium,Resolved,5.0
7000614,106004,2023-08-17,Fraud Concern,High,Resolved,5.0
7000615,104095,2023-12-05,KYC Delay,Medium,Resolved,4.0
7000616,115916,2023-12-22,Failed Payment,High,Resolved,4.0
7000617,118049,2024-05-11,Failed Payment,Critical,Unresolved,4.0
7000618,114360,2024-09-29,Card Blocked,Critical,Unresolved,2.0
7000619,115484,2024-10-21,Chargeback,Critical,Resolved,5.0
7000620,105870,2024-03-31,Account Access,Critical,Resolved,5.0
7000621,106490,2024-03-02,Chargeback,Medium,Resolved,5.0
7000622,106692,2023-12-18,Failed Payment,High,Resolved,4.0
7000623,101236,2024-03-20,General,Low,Resolved,3.0
7000624,105569,2023-12-24,Failed Payment,Critical,Resolved,4.0
7000625,119632,2024-12-29,Failed Payment,High,Resolved,5.0
7000626,108320,2024-07-02,General,High,Resolved,
7000627,117174,2024-06-21,Account Access,Medium,Resolved,5.0
7000628,102046,2023-06-13,Card Blocked,High,Unresolved,3.0
7000629,113679,2024-02-25,General,Critical,Resolved,4.0
7000630,118702,2023-03-19,Account Access,Medium,Resolved,4.0
7000631,127524,2023-01-23,Card Blocked,Low,Resolved,5.0
7000632,117985,2024-07-12,Account Access,Low,Resolved,5.0
7000633,120946,2023-10-02,General,High,Resolved,
7000634,117634,2023-10-17,Failed Payment,Medium,Unresolved,2.0
7000635,108536,2024-08-28,Card Blocked,Critical,Resolved,5.0
7000636,122957,2024-01-08,Fraud Concern,Medium,Resolved,5.0
7000637,120470,2024-08-03,Account Access,Medium,Resolved,4.0
7000638,900164,2024-10-18,Fraud Concern,Medium,Escalated,2.0
7000639,129373,2023-11-19,General,High,Resolved,5.0
7000640,111228,2024-09-09,Account Access,Low,Unresolved,1.0
7000641,119762,2024-03-17,Loan Question,High,Resolved,3.0
7000642,118177,2023-11-04,Card Blocked,Medium,Resolved,4.0
7000643,119820,2023-11-26,Card Blocked,Critical,Resolved,4.0
7000644,127932,2023-02-16,Loan Question,High,Resolved,4.0
7000645,101625,2023-07-12,Account Access,Medium,Resolved,5.0
7000646,120695,2024-07-25,Loan Question,Medium,Resolved,4.0
7000647,120530,2023-05-10,Chargeback,Medium,Resolved,4.0
7000648,115210,2023-11-27,Account Access,Medium,Resolved,4.0
7000649,124816,2024-01-03,Failed Payment,High,Unresolved,1.0
7000650,127770,2024-08-28,Chargeback,High,Resolved,4.0
7000651,126951,2024-09-12,Chargeback,Critical,Unresolved,2.0
7000652,114163,2023-01-31,KYC Delay,Critical,Resolved,4.0
7000653,127550,2023-07-08,KYC Delay,High,Resolved,4.0
7000654,117427,2024-12-14,Chargeback,High,Resolved,
7000655,128581,2023-12-18,Chargeback,High,Resolved,4.0
7000656,120221,2023-02-23,Failed Payment,Medium,Resolved,4.0
7000657,105861,2024-06-12,Chargeback,Critical,Resolved,4.0
7000658,120978,2024-02-08,Fraud Concern,Medium,Resolved,5.0
7000659,119612,2024-02-29,Failed Payment,High,Resolved,4.0
7000660,113630,2024-12-09,General,Medium,Resolved,5.0
7000661,114948,2024-04-15,General,High,Resolved,4.0
7000662,118222,2024-09-06,KYC Delay,Medium,Unresolved,1.0
7000663,125361,2024-03-30,Account Access,Medium,Resolved,4.0
7000664,104220,2023-08-11,Failed Payment,High,Resolved,5.0
7000665,117319,2024-05-22,KYC Delay,Medium,Resolved,4.0
7000666,105062,2024-02-22,Failed Payment,High,Resolved,5.0
7000667,105560,2024-07-27,General,Medium,Resolved,3.0
7000668,113564,2024-02-04,Loan Question,Medium,Resolved,5.0
7000669,124173,2024-05-11,KYC Delay,Critical,Escalated,2.0
7000670,129170,2023-06-01,Chargeback,Medium,Escalated,2.0
7000671,126396,2023-07-23,Failed Payment,High,Resolved,3.0
7000672,109141,2024-08-22,Account Access,High,Resolved,3.0
7000673,112643,2023-08-27,General,Medium,Unresolved,1.0
7000674,111567,2023-03-21,Chargeback,High,Resolved,4.0
7000675,121099,2023-10-01,Loan Question,High,Resolved,5.0
7000676,112070,2024-06-28,General,Medium,Resolved,3.0
7000677,103830,2023-03-04,Account Access,Medium,Resolved,4.0
7000678,121165,2024-12-02,General,Low,Resolved,3.0
7000679,109018,2023-02-05,Failed Payment,Critical,Escalated,2.0
7000680,105889,2024-03-11,Failed Payment,High,Resolved,4.0
7000681,122568,2024-06-06,Fraud Concern,Medium,Resolved,5.0
7000682,124464,2023-07-21,Account Access,Low,Resolved,4.0
7000683,103188,2023-11-25,Loan Question,High,Resolved,5.0
7000684,126516,2024-09-20,Account Access,Medium,Resolved,3.0
7000685,113122,2023-05-04,Failed Payment,Critical,Resolved,
7000686,113200,2023-11-12,Failed Payment,High,Resolved,4.0
7000687,127627,2024-03-26,Failed Payment,High,Resolved,3.0
7000688,106046,2024-06-23,Account Access,Medium,Resolved,
7000689,103678,2023-01-14,Card Blocked,Medium,Resolved,4.0
7000690,113786,2023-12-15,General,Medium,Resolved,5.0
7000691,112416,2024-09-07,General,Medium,Resolved,5.0
7000692,121940,2024-11-17,Card Blocked,Medium,Resolved,4.0
7000693,103056,2024-11-01,Account Access,Low,Resolved,4.0
7000694,106800,2024-02-14,Account Access,Critical,Resolved,4.0
7000695,120047,2024-06-30,KYC Delay,Medium,Resolved,4.0
7000696,104411,2023-11-02,Chargeback,Critical,Resolved,
7000697,112993,2023-04-22,Failed Payment,Medium,Unresolved,2.0
7000698,115050,2024-01-09,Card Blocked,Medium,Resolved,5.0
7000699,116630,2024-08-22,Account Access,Medium,Resolved,5.0
7000700,128700,2023-09-10,Chargeback,High,Escalated,1.0
7000701,118129,2024-07-24,Account Access,Medium,Resolved,4.0
7000702,128458,2024-03-09,Account Access,Medium,Resolved,4.0
7000703,101604,2024-07-05,Failed Payment,Critical,Resolved,5.0
7000704,103372,2024-07-07,Account Access,Medium,Resolved,4.0
7000705,109087,2023-07-12,Loan Question,Low,Unresolved,1.0
7000706,113407,2023-11-09,General,Medium,Resolved,4.0
7000707,106872,2023-04-23,Account Access,Low,Resolved,
7000708,111078,2024-09-25,Account Access,Low,Resolved,4.0
7000709,129321,2023-06-26,Fraud Concern,Medium,Resolved,5.0
7000710,117215,2024-12-05,Failed Payment,High,Resolved,4.0
7000711,124083,2023-12-30,Failed Payment,High,Resolved,5.0
7000712,125897,2023-06-05,Chargeback,Critical,Resolved,4.0
7000713,117417,2024-05-15,Failed Payment,High,Resolved,3.0
7000714,106205,2024-03-12,Failed Payment,Medium,Unresolved,3.0
7000715,105200,2023-02-21,KYC Delay,Low,Resolved,4.0
7000716,900179,2024-09-21,Failed Payment,High,Unresolved,2.0
7000717,104740,2023-05-07,Loan Question,High,Resolved,4.0
7000718,124103,2024-05-30,Chargeback,Critical,Resolved,4.0
7000719,101549,2024-06-12,General,Medium,Unresolved,2.0
7000720,102312,2023-05-09,Account Access,Low,Resolved,2.0
7000721,120226,2024-07-11,General,Medium,Unresolved,
7000722,107232,2024-10-18,Failed Payment,Critical,Resolved,4.0
7000723,116449,2023-04-24,Fraud Concern,Medium,Resolved,3.0
7000724,116034,2023-01-01,KYC Delay,Low,Resolved,3.0
7000725,121217,2024-08-13,Card Blocked,Medium,Resolved,4.0
7000726,126364,2023-10-12,Failed Payment,Medium,Resolved,5.0
7000727,109358,2024-06-29,Failed Payment,High,Resolved,4.0
7000728,127874,2024-06-06,Fraud Concern,High,Resolved,
7000729,103323,2024-01-30,Account Access,Critical,Resolved,3.0
7000730,112820,2024-02-26,Failed Payment,High,Resolved,4.0
7000731,100200,2023-07-14,Loan Question,Medium,Resolved,4.0
7000732,123195,2023-01-28,Card Blocked,Low,Resolved,5.0
7000733,103258,2023-04-08,Fraud Concern,Medium,Resolved,4.0
7000734,117800,2023-10-18,Failed Payment,High,Resolved,4.0
7000735,900048,2024-05-31,Chargeback,Critical,Resolved,4.0
7000736,113936,2024-11-06,Loan Question,High,Unresolved,2.0
7000737,100795,2024-10-07,Card Blocked,Medium,Resolved,5.0
7000738,101492,2024-08-14,Loan Question,Medium,Resolved,
7000739,120065,2024-04-29,Card Blocked,Low,Escalated,2.0
7000740,113498,2023-04-18,Chargeback,Critical,Unresolved,2.0
7000741,114978,2023-05-24,Fraud Concern,Medium,Resolved,5.0
7000742,124573,2023-01-01,Failed Payment,Critical,Resolved,5.0
7000743,112579,2024-06-02,Account Access,Medium,Unresolved,1.0
7000744,101387,2024-01-28,General,Medium,Resolved,
7000745,128777,2024-06-03,Failed Payment,High,Resolved,
7000746,122524,2023-09-11,Chargeback,Medium,Resolved,4.0
7000747,129769,2023-04-01,Fraud Concern,Critical,Resolved,3.0
7000748,127967,2023-05-06,Failed Payment,Medium,Resolved,4.0
7000749,128782,2024-10-12,Chargeback,High,Escalated,3.0
7000750,100955,2024-12-08,General,Critical,Resolved,4.0
7000751,116041,2023-12-24,Failed Payment,Medium,Resolved,5.0
7000752,124686,2023-07-07,Failed Payment,Critical,Escalated,3.0
7000753,118984,2023-02-17,Failed Payment,Medium,Unresolved,2.0
7000754,106246,2024-10-08,Failed Payment,Critical,Resolved,4.0
7000755,900105,2024-08-13,Account Access,High,Escalated,2.0
7000756,129091,2023-12-16,Chargeback,High,Resolved,4.0
7000757,111321,2023-11-02,Loan Question,Medium,Resolved,4.0
7000758,112069,2024-07-02,Account Access,Low,Resolved,4.0
7000759,125057,2024-09-10,Loan Question,Medium,Resolved,4.0
7000760,104148,2023-12-22,Failed Payment,High,Resolved,3.0
7000761,110131,2023-12-27,Failed Payment,High,Resolved,
7000762,106105,2024-09-02,Loan Question,High,Resolved,5.0
7000763,124059,2024-09-25,Failed Payment,High,Resolved,4.0
7000764,122293,2024-07-03,Account Access,High,Resolved,4.0
7000765,111875,2023-06-14,Failed Payment,High,Resolved,5.0
7000766,127246,2024-07-08,Failed Payment,Critical,Resolved,4.0
7000767,119099,2024-12-26,Loan Question,Medium,Resolved,4.0
7000768,106763,2024-02-17,Fraud Concern,High,Resolved,5.0
7000769,109279,2024-08-26,Fraud Concern,Medium,Resolved,4.0
7000770,129712,2023-12-23,Account Access,Medium,Escalated,3.0
7000771,126374,2023-01-13,Card Blocked,Low,Resolved,3.0
7000772,119430,2023-09-16,Account Access,Low,Escalated,4.0
