loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date,default_flag
6000386,115337,Overdraft Credit,11471.67,8.6,Active,2024-05-22,False
6000387,109921,Consumer Credit,15585.17,7.7,Active,2024-06-10,False
6000388,124271,Consumer Credit,12315.52,13.16,Active,2023-07-12,False
6000389,121181,Consumer Credit,7628.13,16.48,Closed,2023-03-06,False
6000390,900387,Consumer Credit,2748.6,16.07,Active,2024-08-31,False
6000391,107349,Personal Loan,13300.46,11.37,Active,2023-03-06,False
6000392,113997,Personal Loan,14175.46,5.23,Active,2023-09-29,False
6000393,106387,Personal Loan,7472.68,4.93,Closed,2022-08-17,False
6000394,125184,Personal Loan,24519.06,12.98,Active,2024-02-18,False
6000395,104011,Consumer Credit,15912.52,14.46,Active,2022-09-26,False
6000396,112120,Personal Loan,13274.38,12.05,Closed,2024-07-26,False
6000397,128355,Personal Loan,3892.18,6.05,Closed,2024-09-19,False
6000398,113893,Personal Loan,4773.13,5.64,Active,2023-02-07,False
6000399,103901,Consumer Credit,6450.62,13.56,Active,2022-06-22,False
6000400,102937,SMB Loan,16472.74,10.44,Active,2024-04-20,False
6000401,118870,Personal Loan,3608.4,8.86,Closed,2023-08-04,False
6000402,107159,Personal Loan,43643.86,15.85,Active,2023-01-23,False
6000403,104386,Personal Loan,4657.6,8.65,Active,2022-08-02,False
6000404,128404,Personal Loan,6352.92,13.22,Active,2022-09-18,False
6000405,102968,Personal Loan,25067.12,11.0,Active,2024-09-09,False
6000406,107231,Consumer Credit,18612.7,12.11,Closed,2023-11-12,False
6000407,116066,Consumer Credit,3678.65,11.19,Active,2023-06-10,False
6000408,123479,Personal Loan,7231.54,7.66,Defaulted,2023-09-28,True
6000409,127168,Consumer Credit,3754.34,7.31,Active,2023-09-19,False
6000410,118883,Consumer Credit,29298.56,14.24,Closed,2023-07-18,False
6000411,126584,Personal Loan,23466.52,14.1,Active,2023-02-27,False
6000412,115870,Consumer Credit,13426.27,9.84,Closed,2023-07-31,False
6000413,117676,SMB Loan,4761.51,8.74,Active,2024-04-03,False
6000414,128585,Personal Loan,5558.58,5.5,Active,2022-08-19,False
6000415,900350,SMB Loan,7252.68,6.46,Defaulted,2023-06-15,True
6000416,100390,SMB Loan,3404.87,10.01,Active,2023-06-16,False
6000417,122054,Personal Loan,8759.5,14.72,Closed,2023-08-12,False
6000418,103168,Consumer Credit,18513.79,8.27,Active,2024-06-30,False
6000419,104564,Personal Loan,15090.02,10.31,Active,2023-08-17,False
6000420,120722,Consumer Credit,27786.44,13.16,Active,2024-07-02,False
6000421,126155,Personal Loan,2926.07,14.98,Closed,2023-08-02,False
6000422,101330,Personal Loan,9639.06,13.0,Closed,2024-01-19,False
6000423,109963,Personal Loan,19702.07,12.47,Defaulted,2022-07-19,True
6000424,111090,Personal Loan,3979.88,10.89,Active,2023-03-18,False
6000425,127079,Personal Loan,35091.66,15.69,Active,2024-06-10,False
6000426,109848,Overdraft Credit,3790.58,10.75,Active,2022-08-16,False
6000427,125830,Personal Loan,10642.25,11.07,Closed,2024-04-01,False
6000428,114526,SMB Loan,26683.4,8.62,Active,2022-10-11,False
6000429,108782,SMB Loan,23644.98,6.15,Active,2023-11-27,False
6000430,120978,Personal Loan,6393.94,5.37,Active,2023-05-30,False
6000431,119685,Consumer Credit,17886.84,7.04,Active,2023-08-09,False
6000432,106839,Consumer Credit,4056.15,14.05,Closed,2024-03-08,False
6000433,115484,Overdraft Credit,5821.05,14.05,Closed,2024-08-21,False
6000434,124695,Personal Loan,6630.52,7.16,Active,2022-06-21,False
6000435,108025,Overdraft Credit,532.03,12.99,Closed,2024-04-12,False
6000436,121341,Consumer Credit,11110.18,8.09,Active,2023-12-19,False
6000437,114335,SMB Loan,5872.59,4.6,Active,2022-12-19,False
6000438,127179,SMB Loan,34140.53,13.95,Active,2024-08-01,False
6000439,119468,Consumer Credit,36398.48,5.96,Active,2023-09-12,False
6000440,111754,SMB Loan,2788.6,6.14,Closed,2023-08-31,False
6000441,124228,Consumer Credit,4218.0,15.33,Defaulted,2022-08-12,True
6000442,121477,Personal Loan,41722.83,6.74,Active,2023-01-08,False
6000443,110645,Personal Loan,12382.86,10.17,Closed,2022-11-16,False
6000444,122985,Overdraft Credit,21764.41,7.73,Active,2024-06-23,False
6000445,117991,Consumer Credit,13237.51,14.35,Active,2024-05-24,False
6000446,110433,Personal Loan,9390.1,6.06,Active,2022-11-20,False
6000447,116535,Personal Loan,8349.63,16.17,Active,2023-02-10,False
6000448,110057,Personal Loan,2620.33,10.3,Closed,2023-03-18,False
6000449,109388,Consumer Credit,15712.11,14.06,Closed,2024-08-10,False
6000450,104415,SMB Loan,11645.95,6.7,Active,2022-08-20,False
6000451,114773,Overdraft Credit,4967.96,9.08,Active,2022-06-28,False
6000452,110804,Personal Loan,8836.51,14.28,Active,2024-05-19,False
6000453,126779,SMB Loan,3807.1,7.12,Active,2023-11-11,False
6000454,106940,Personal Loan,23539.75,11.66,Active,2023-12-08,False
6000455,122210,Consumer Credit,6926.92,16.04,Closed,2024-04-28,False
6000456,104363,Personal Loan,21113.2,7.14,Active,2023-04-10,False
6000457,126517,Personal Loan,7483.5,6.72,Active,2023-05-09,False
6000458,120092,Consumer Credit,11339.47,11.27,Active,2023-11-27,False
6000459,126113,SMB Loan,15585.56,4.72,Closed,2023-01-13,False
6000460,115970,Personal Loan,19095.87,5.37,Active,2023-01-26,False
6000461,100777,Personal Loan,12554.68,4.89,Active,2024-06-18,False
6000462,102238,Personal Loan,29504.04,9.13,Active,2023-07-15,False
6000463,100435,Overdraft Credit,27069.85,13.94,Closed,2022-08-25,False
6000464,113705,Personal Loan,26081.38,11.06,Active,2024-03-23,False
6000465,128111,Consumer Credit,10152.89,14.64,Active,2023-07-21,False
6000466,101988,Personal Loan,17848.89,7.69,Active,2022-08-11,False
6000467,120589,SMB Loan,11182.23,8.05,Closed,2024-06-09,False
6000468,109129,Consumer Credit,11029.95,10.17,Active,2022-11-03,False
6000469,118225,Personal Loan,8501.25,5.95,Closed,2024-06-13,False
6000470,122831,Personal Loan,9711.55,15.0,Active,2023-05-09,False
6000471,111466,Personal Loan,18702.45,14.01,Active,2023-07-24,False
6000472,114680,Overdraft Credit,2370.64,12.8,Active,2023-11-29,False
6000473,103851,Personal Loan,7372.03,6.12,Active,2022-10-04,False
6000474,109870,Consumer Credit,5079.34,11.86,Closed,2023-06-10,False
6000475,106531,Overdraft Credit,19622.28,10.98,Active,2022-08-18,False
6000476,125705,Personal Loan,14300.17,6.11,Closed,2023-09-25,False
6000477,115985,Personal Loan,4096.48,5.49,Closed,2023-02-18,False
6000478,111965,Consumer Credit,68378.33,7.44,Active,2024-01-29,False
6000479,128772,Personal Loan,7220.27,10.49,Active,2023-07-22,False
6000480,103387,Consumer Credit,6015.24,6.21,Active,2023-12-11,False
6000481,102538,Personal Loan,2796.3,12.29,Active,2023-08-02,False
6000482,105017,Personal Loan,15638.49,4.84,Active,2022-10-09,False
6000483,112199,Personal Loan,6014.66,6.76,Active,2022-07-16,False
6000484,129294,Personal Loan,15477.8,11.22,Active,2022-12-05,False
6000485,103047,Consumer Credit,5998.14,12.04,Closed,2024-01-17,False
6000486,125679,SMB Loan,12703.09,5.78,Active,2023-12-27,False
6000487,117226,Consumer Credit,5035.66,7.37,Active,2024-09-20,False
6000488,108812,Personal Loan,24950.31,15.55,Active,2022-07-25,False
6000489,120478,Consumer Credit,9534.08,8.22,Active,2024-09-07,False
6000490,124660,SMB Loan,13171.16,16.09,Active,2022-09-07,False
6000491,112930,Consumer Credit,6731.72,12.82,Active,2023-02-06,False
6000492,117493,SMB Loan,2849.69,13.86,Active,2023-10-14,False
6000493,124905,Consumer Credit,18389.19,15.27,Active,2023-09-13,False
6000494,110929,Overdraft Credit,15787.04,8.65,Active,2024-08-08,False
6000495,101073,Consumer Credit,7587.8,10.06,Active,2023-01-14,False
6000496,117389,Consumer Credit,4560.05,15.08,Active,2023-09-03,False
6000497,107206,Overdraft Credit,6234.37,10.51,Active,2023-02-27,False
6000498,108125,Consumer Credit,11142.46,7.64,Defaulted,2022-06-08,True
6000499,112412,SMB Loan,5507.34,14.68,Active,2024-09-07,False
6000500,106806,Overdraft Credit,9947.31,8.06,Active,2024-06-30,False
6000501,120684,Consumer Credit,6235.84,11.45,Active,2024-03-29,False
6000502,101682,Personal Loan,5391.33,15.23,Active,2022-09-18,False
6000503,106903,Overdraft Credit,5521.99,8.54,Closed,2024-04-08,False
6000504,124637,SMB Loan,4803.82,6.57,Active,2022-10-14,False
6000505,117921,Personal Loan,22497.75,4.5,Active,2024-08-03,False
6000506,126333,Personal Loan,11502.71,11.84,Active,2024-05-26,False
6000507,118880,Personal Loan,17776.1,14.85,Active,2023-01-01,False
6000508,114893,Consumer Credit,38872.36,13.04,Active,2024-06-01,False
6000509,122921,Personal Loan,8759.36,7.32,Closed,2024-06-03,False
6000510,106243,Overdraft Credit,9613.94,12.43,Active,2024-08-03,False
6000511,116684,SMB Loan,3904.47,12.72,Closed,2022-08-28,False
6000512,118108,Consumer Credit,47108.64,8.84,Active,2023-03-29,False
6000513,125774,Consumer Credit,3033.02,8.86,Closed,2023-09-07,False
6000514,120861,Overdraft Credit,18267.38,10.08,Active,2023-06-14,False
6000515,111512,Personal Loan,11436.04,9.05,Active,2022-11-27,False
6000516,101145,Personal Loan,11100.33,9.93,Active,2022-08-02,False
6000517,117740,Personal Loan,41544.87,7.83,Active,2024-07-02,False
6000518,122663,Personal Loan,4783.24,13.83,Active,2022-12-23,False
6000519,114440,Personal Loan,2519.03,10.07,Closed,2022-08-13,False
6000520,113835,SMB Loan,34306.63,8.82,Active,2023-09-24,False
6000521,101130,Overdraft Credit,2609.94,10.23,Defaulted,2024-06-25,True
6000522,103752,Personal Loan,45946.49,9.49,Active,2022-10-04,False
6000523,108770,Personal Loan,3844.79,12.13,Active,2024-02-01,False
6000524,129243,Consumer Credit,9429.41,5.0,Defaulted,2022-06-21,True
6000525,107132,Overdraft Credit,15196.45,15.55,Active,2023-11-25,False
6000526,123521,Overdraft Credit,4392.9,5.3,Active,2024-05-09,False
6000527,106565,Personal Loan,6319.91,12.23,Closed,2022-12-24,False
6000528,110841,Consumer Credit,6697.91,6.68,Active,2024-07-26,False
6000529,119456,Consumer Credit,6376.29,5.28,Active,2023-04-07,False
6000530,110304,Consumer Credit,22038.0,13.47,Active,2023-05-31,False
6000531,123175,Personal Loan,3862.45,6.16,Active,2023-08-15,False
6000532,123754,Personal Loan,47945.83,11.91,Active,2024-02-18,False
6000533,110355,Personal Loan,9066.16,4.9,Closed,2023-08-07,False
6000534,121693,Consumer Credit,11720.1,5.96,Active,2023-10-11,False
6000535,110174,Consumer Credit,7720.1,13.07,Closed,2023-01-19,False
6000536,117884,Consumer Credit,25496.3,9.67,Active,2023-03-29,False
6000537,128498,SMB Loan,9797.3,4.71,Active,2022-12-27,False
6000538,108616,Consumer Credit,5108.87,11.67,Active,2023-07-24,False
6000539,121889,SMB Loan,7150.92,13.29,Active,2023-03-30,False
6000540,121364,Consumer Credit,47666.76,7.15,Closed,2023-04-15,False
6000541,123085,Consumer Credit,7614.35,10.06,Active,2023-01-25,False
6000542,107880,Overdraft Credit,4453.62,10.78,Closed,2024-01-29,False
6000543,119830,SMB Loan,10424.86,13.03,Closed,2022-10-27,False
6000544,118625,Consumer Credit,9989.27,7.04,Closed,2022-12-27,False
6000545,102068,Consumer Credit,3374.61,6.1,Active,2024-02-21,False
6000546,108990,Personal Loan,10760.75,6.07,Active,2022-07-16,False
6000547,110457,Personal Loan,12170.9,6.33,Active,2022-08-14,False
6000548,112177,Personal Loan,17663.69,6.26,Active,2022-06-24,False
6000549,115108,Personal Loan,43780.58,16.21,Active,2023-03-24,False
6000550,103337,Personal Loan,928.02,11.87,Active,2022-07-23,False
6000551,113560,Personal Loan,23401.77,6.56,Active,2023-01-21,False
6000552,121129,Personal Loan,34331.77,13.53,Active,2022-07-11,False
6000553,116992,Personal Loan,36474.35,12.79,Active,2023-09-15,False
6000554,113342,Personal Loan,6813.61,13.88,Active,2024-01-07,False
6000555,123924,Personal Loan,48350.72,16.36,Active,2024-05-25,False
6000556,119344,Personal Loan,24942.28,7.75,Active,2024-08-03,False
6000557,128967,Consumer Credit,16112.84,16.19,Defaulted,2023-06-05,True
6000558,129117,SMB Loan,46049.6,10.82,Active,2023-05-11,False
6000559,103473,Overdraft Credit,25213.42,15.5,Active,2023-08-03,False
6000560,118786,Overdraft Credit,11743.94,15.31,Active,2022-10-08,False
6000561,128054,Personal Loan,31827.45,16.29,Active,2023-02-05,False
6000562,129056,Personal Loan,2211.33,6.18,Active,2022-06-17,False
6000563,103080,SMB Loan,21719.98,10.92,Active,2022-11-21,False
6000564,112691,Personal Loan,9318.64,11.81,Active,2022-07-12,False
6000565,115541,Personal Loan,4353.92,8.6,Active,2024-03-23,False
6000566,103089,Personal Loan,33172.89,13.19,Active,2022-06-19,False
6000567,129794,Personal Loan,6717.95,11.47,Active,2022-08-29,False
6000568,127110,Personal Loan,10643.25,8.78,Closed,2023-02-03,False
6000569,127029,Personal Loan,25037.15,11.01,Active,2023-08-23,False
6000570,113679,Personal Loan,1445.23,11.28,Active,2023-02-24,False
6000571,107565,SMB Loan,4839.84,10.88,Active,2022-12-11,False
6000572,106987,Overdraft Credit,1748.16,7.46,Active,2023-02-18,False
6000573,119825,Overdraft Credit,8569.26,6.12,Defaulted,2023-09-21,True
6000574,115350,Personal Loan,12695.39,13.27,Closed,2024-09-27,False
6000575,100084,Consumer Credit,53140.64,15.65,Active,2022-08-08,False
6000576,123494,Consumer Credit,1896.88,8.06,Active,2024-07-05,False
6000577,102331,Consumer Credit,23705.69,7.05,Closed,2024-04-06,False
6000578,126691,Personal Loan,19814.09,7.92,Active,2023-09-09,False
6000579,106139,Personal Loan,18217.41,14.96,Active,2023-11-08,False
6000580,114322,Consumer Credit,9366.09,6.0,Defaulted,2024-05-03,True
6000581,123262,Consumer Credit,34389.27,12.95,Active,2023-04-13,False
6000582,125642,Consumer Credit,8218.72,10.56,Active,2023-05-24,False
6000583,111881,Consumer Credit,2960.2,10.4,Active,2023-12-30,False
6000584,107262,Consumer Credit,21041.86,7.12,Active,2022-10-13,False
6000585,108482,Personal Loan,24461.27,9.82,Active,2023-08-20,False
6000586,123631,Overdraft Credit,18357.96,13.11,Active,2023-02-26,False
6000587,104785,SMB Loan,2181.4,7.01,Active,2022-06-24,False
6000588,126932,Consumer Credit,8650.92,8.06,Active,2023-10-16,False
6000589,103625,SMB Loan,12456.14,10.49,Closed,2022-07-09,False
6000590,900368,Personal Loan,4151.14,8.62,Closed,2023-04-28,False
6000591,121874,SMB Loan,4767.53,7.89,Active,2023-09-04,False
6000592,120274,SMB Loan,14357.43,7.52,Active,2023-05-07,False
6000593,119995,Personal Loan,7904.85,9.42,Closed,2022-06-09,False
6000594,117891,Consumer Credit,21353.51,6.54,Active,2022-09-05,False
6000595,101279,Consumer Credit,9148.06,9.1,Active,2024-01-20,False
6000596,103418,Personal Loan,37309.17,6.59,Active,2022-09-06,False
6000597,106367,Personal Loan,27790.57,10.79,Active,2023-08-14,False
6000598,100318,Personal Loan,2491.15,7.44,Active,2022-07-14,False
6000599,120231,SMB Loan,4273.78,15.0,Active,2022-07-21,False
6000600,103140,Personal Loan,8858.39,5.32,Active,2023-07-07,False
6000601,126793,Consumer Credit,6793.5,13.09,Active,2022-06-11,False
6000602,128892,Consumer Credit,9177.2,4.56,Closed,2023-07-17,False
6000603,101054,SMB Loan,5004.7,10.75,Closed,2024-04-17,False
6000604,122769,Personal Loan,6241.93,15.67,Active,2022-10-07,False
6000605,109141,Personal Loan,17217.0,5.32,Closed,2024-02-23,False
6000606,100870,Personal Loan,28000.02,9.07,Active,2022-09-07,False
6000607,127508,SMB Loan,8610.02,4.67,Active,2023-01-13,False
6000608,113918,Consumer Credit,8840.97,9.84,Active,2023-02-18,False
6000609,102994,Personal Loan,17303.74,6.84,Active,2023-10-22,False
6000610,110057,Personal Loan,4020.8,15.28,Active,2023-10-30,False
6000611,101385,Personal Loan,8423.06,10.89,Active,2024-04-10,False
6000612,107401,Consumer Credit,4850.35,8.45,Active,2023-01-20,False
6000613,116746,Personal Loan,15391.04,14.52,Closed,2024-06-24,False
6000614,119878,SMB Loan,7237.03,16.12,Defaulted,2023-10-09,True
6000615,104213,Consumer Credit,7221.17,7.48,Closed,2023-07-27,False
6000616,105265,Consumer Credit,10273.66,12.27,Active,2023-05-25,False
6000617,121248,SMB Loan,4481.88,11.03,Closed,2023-04-27,False
6000618,108508,Consumer Credit,11827.59,12.87,Active,2024-07-30,False
6000619,102531,Overdraft Credit,11254.84,11.12,Closed,2023-07-02,False
6000620,120180,Overdraft Credit,18656.34,13.12,Active,2023-12-06,False
6000621,103333,Personal Loan,5575.69,6.65,Active,2024-06-11,False
6000622,120698,Personal Loan,6019.11,5.7,Active,2022-06-27,False
6000623,119074,SMB Loan,43547.31,12.17,Defaulted,2024-01-15,True
6000624,123732,Consumer Credit,14658.4,4.8,Active,2024-03-27,False
6000625,125606,SMB Loan,1411.92,8.79,Active,2023-12-25,False
6000626,101131,SMB Loan,15559.63,8.26,Active,2022-06-17,False
6000627,109274,Personal Loan,24822.02,4.66,Active,2024-07-29,False
6000628,120410,Consumer Credit,3343.06,6.47,Closed,2023-01-19,False
6000629,107978,Personal Loan,8267.18,4.56,Closed,2023-09-14,False
6000630,107767,Consumer Credit,98601.49,11.6,Closed,2023-05-14,False
6000631,105951,Consumer Credit,18714.93,10.42,Defaulted,2024-08-24,True
6000632,112049,Overdraft Credit,3259.96,8.96,Closed,2023-03-30,False
6000633,120213,SMB Loan,5207.5,15.96,Active,2024-08-20,False
6000634,118332,Overdraft Credit,5725.95,6.8,Active,2024-03-19,False
6000635,105054,SMB Loan,19925.27,4.81,Closed,2023-07-07,False
6000636,102138,Consumer Credit,79467.65,10.79,Active,2022-08-12,False
6000637,112051,Personal Loan,7838.93,5.94,Defaulted,2022-10-27,True
6000638,105395,SMB Loan,11525.38,8.41,Active,2023-02-19,False
6000639,113303,Overdraft Credit,5153.23,9.41,Active,2022-07-19,False
6000640,103362,Overdraft Credit,5940.39,8.94,Active,2024-03-28,False
6000641,121238,Personal Loan,11874.1,11.95,Closed,2022-11-20,False
6000642,111944,SMB Loan,5652.97,8.34,Defaulted,2023-09-04,True
6000643,126510,SMB Loan,5257.1,5.79,Active,2024-01-07,False
6000644,102377,Consumer Credit,9349.09,5.72,Active,2024-07-19,False
6000645,106081,Consumer Credit,6777.5,12.78,Active,2022-08-05,False
6000646,107805,Personal Loan,1898.18,10.86,Active,2024-09-03,False
6000647,124710,Overdraft Credit,4905.61,13.16,Active,2022-10-03,False
6000648,124494,Consumer Credit,11785.19,11.04,Active,2023-05-19,False
6000649,103257,Consumer Credit,5113.88,13.58,Active,2024-05-28,False
6000650,112082,Personal Loan,33879.18,9.21,Active,2023-02-13,False
6000651,115271,Personal Loan,17243.64,12.34,Active,2023-10-31,False
6000652,117076,SMB Loan,22968.16,9.38,Active,2023-02-03,False
6000653,101901,Personal Loan,2427.25,14.35,Active,2023-02-01,False
6000654,107838,Overdraft Credit,35136.62,15.07,Closed,2024-03-01,False
6000655,115453,Personal Loan,21776.5,15.81,Active,2022-06-17,False
6000656,900418,Personal Loan,2037.67,13.07,Active,2022-06-22,False
6000657,105579,Overdraft Credit,17074.86,7.58,Active,2023-12-27,False
6000658,105995,Personal Loan,1637.49,5.49,Active,2023-01-13,False
6000659,100611,Personal Loan,42051.62,11.39,Active,2024-05-09,False
6000660,123090,Personal Loan,10270.72,6.54,Active,2024-02-17,False
6000661,120594,Consumer Credit,8689.17,5.37,Active,2023-06-07,False
6000662,109599,SMB Loan,10233.84,10.48,Active,2023-05-07,False
6000663,104071,Consumer Credit,5632.99,7.93,Active,2024-04-09,False
6000664,104606,Overdraft Credit,17667.41,11.89,Active,2023-04-12,False
6000665,100529,Personal Loan,24140.61,11.89,Active,2023-11-04,False
6000666,111498,Personal Loan,2711.77,6.39,Active,2022-12-21,False
6000667,102130,Personal Loan,21231.8,13.58,Closed,2022-06-18,False
6000668,118630,Overdraft Credit,10364.51,8.75,Active,2023-09-10,False
6000669,122074,Consumer Credit,23013.63,10.21,Active,2022-11-12,False
6000670,114678,Overdraft Credit,3825.52,13.13,Active,2024-03-14,False
