flag_id,transaction_id,customer_id,flag_reason,risk_score,investigation_status
9000485,4140518,102774,High-risk merchant,63.2,Cleared
9000486,4025464,110079,Failed/reversed activity,77.6,Cleared
9000487,4025594,110514,Failed/reversed activity,86.4,Confirmed Fraud
9000488,4032021,104698,Unusual amount,71.3,Escalated
9000489,4180382,122271,Late-night transaction,61.5,Escalated
9000490,4097926,121472,High-risk merchant,58.0,Open
9000491,4130141,128766,Failed/reversed activity,87.6,Open
9000492,4137205,124240,Unusual amount,62.1,Cleared
9000493,4148038,122202,Failed/reversed activity,76.4,Cleared
9000494,4219080,113820,High-risk merchant,75.2,Confirmed Fraud
9000495,4108188,108386,Unusual amount,80.6,Cleared
9000496,4136975,123492,High-risk merchant,81.7,Cleared
9000497,4185439,120970,Unusual amount,64.5,Confirmed Fraud
9000498,4106553,115854,Failed/reversed activity,79.9,Confirmed Fraud
9000499,4237172,121083,Unusual amount,89.4,Cleared
9000500,4226911,110677,Unusual amount,89.4,Open
9000501,4228284,125594,Late-night transaction,73.3,Open
9000502,4034983,109653,Unusual amount,85.6,Cleared
9000503,4225800,117579,Unusual amount,90.4,Cleared
9000504,4082014,114842,Late-night transaction,64.3,Confirmed Fraud
9000505,4072376,120527,Unusual amount,67.4,Confirmed Fraud
9000506,4082601,101659,Unusual amount,62.4,Cleared
9000507,4210313,109530,High-risk merchant,93.8,Open
9000508,4190021,105018,Failed/reversed activity,64.5,Escalated
9000509,4111182,116343,Late-night transaction,65.9,Cleared
9000510,4160846,116386,High-risk merchant,98.3,Confirmed Fraud
9000511,4162763,107887,Failed/reversed activity,85.0,Open
9000512,4037444,120926,Late-night transaction,58.3,Open
9000513,4081372,118330,Late-night transaction,55.9,Open
9000514,4160411,122144,Late-night transaction,59.1,Confirmed Fraud
9000515,4021479,129452,Failed/reversed activity,94.0,Cleared
9000516,4210451,125702,Unusual amount,81.8,Escalated
9000517,4193703,126753,Unusual amount,87.5,Cleared
9000518,4119505,124944,Failed/reversed activity,61.8,Cleared
9000519,4221310,104139,Late-night transaction,69.7,Cleared
9000520,4038878,111008,Failed/reversed activity,63.3,Open
9000521,4191084,128737,Failed/reversed activity,77.8,Open
9000522,4091138,119526,Unusual amount,73.0,Open
9000523,4043122,103454,Late-night transaction,64.7,Cleared
9000524,4189723,111089,Late-night transaction,80.6,Cleared
9000525,4223478,117081,Late-night transaction,97.6,Cleared
9000526,4141650,102151,Failed/reversed activity,89.4,Open
9000527,4060125,121851,Failed/reversed activity,93.3,Confirmed Fraud
9000528,4197612,114210,Unusual amount,90.6,Open
9000529,4017776,109022,High-risk merchant,56.1,Cleared
9000530,4024243,109806,Unusual amount,73.2,Cleared
9000531,4023037,101319,High-risk merchant,81.5,Escalated
9000532,4069140,112340,Late-night transaction,68.3,Confirmed Fraud
9000533,4091575,122496,Unusual amount,72.5,Cleared
9000534,4069149,119126,Failed/reversed activity,85.7,Cleared
9000535,4059936,123687,High-risk merchant,89.0,Open
9000536,4070863,100279,High-risk merchant,70.7,Cleared
9000537,4175037,100205,Late-night transaction,76.4,Confirmed Fraud
9000538,4013278,118580,Late-night transaction,78.5,Open
9000539,4059500,100574,Failed/reversed activity,90.0,Cleared
9000540,4000337,117107,High-risk merchant,85.7,Cleared
9000541,4085769,104216,Failed/reversed activity,74.9,Cleared
9000542,4108774,118153,High-risk merchant,90.7,Confirmed Fraud
9000543,4096818,117429,Late-night transaction,84.6,Open
9000544,4132364,111895,Failed/reversed activity,71.8,Cleared
9000545,4147476,103414,High-risk merchant,60.3,Escalated
9000546,4163051,113711,High-risk merchant,68.2,Open
9000547,4108621,108655,Unusual amount,65.0,Cleared
9000548,4071476,113564,Late-night transaction,62.3,Open
9000549,4179364,106029,High-risk merchant,59.1,Open
9000550,4169170,104639,High-risk merchant,62.1,Escalated
9000551,4079330,109526,Unusual amount,61.3,Escalated
9000552,4000170,110491,Failed/reversed activity,60.4,Escalated
9000553,4043643,120306,Late-night transaction,71.4,Open
9000554,4142724,129394,Failed/reversed activity,86.7,Open
9000555,4010751,900361,Failed/reversed activity,69.7,Cleared
9000556,4183271,114978,Unusual amount,66.6,Open
9000557,4131139,114845,High-risk merchant,83.2,Cleared
9000558,4090381,126742,Unusual amount,90.6,Open
9000559,4079797,100882,High-risk merchant,84.3,Open
9000560,4229048,129438,Failed/reversed activity,91.9,Open
9000561,4063800,104435,Late-night transaction,73.4,Escalated
9000562,4097687,121809,Unusual amount,82.0,Cleared
9000563,4171408,104749,Unusual amount,73.2,Confirmed Fraud
9000564,4021671,113336,Late-night transaction,79.2,Cleared
9000565,4112972,100231,Failed/reversed activity,95.2,Cleared
9000566,4150865,128390,Failed/reversed activity,79.8,Open
9000567,4136359,900423,Late-night transaction,96.2,Open
9000568,4013235,900483,Unusual amount,81.8,Cleared
9000569,4079080,129041,Late-night transaction,87.0,Cleared
9000570,4204693,128924,Unusual amount,97.4,Confirmed Fraud
9000571,4137919,127008,High-risk merchant,81.6,Open
9000572,4064325,124281,High-risk merchant,87.9,Escalated
9000573,4137180,103339,Late-night transaction,76.1,Cleared
9000574,4120413,100766,Late-night transaction,81.5,Confirmed Fraud
9000575,4146750,104139,Failed/reversed activity,78.4,Cleared
9000576,4178967,128781,Late-night transaction,68.6,Cleared
9000577,4027533,128419,Late-night transaction,87.6,Cleared
9000578,4162647,100731,Late-night transaction,62.3,Escalated
9000579,4094239,101905,High-risk merchant,74.6,Open
9000580,4068226,118439,High-risk merchant,83.6,Cleared
9000581,4095026,126284,Failed/reversed activity,57.0,Confirmed Fraud
9000582,4128814,108501,Unusual amount,62.3,Cleared
9000583,4118050,123424,High-risk merchant,77.0,Cleared
9000584,4102987,114079,Late-night transaction,75.6,Cleared
9000585,4208408,115838,High-risk merchant,82.5,Open
9000586,4164849,119631,High-risk merchant,78.0,Confirmed Fraud
9000587,4176674,120531,Failed/reversed activity,63.6,Open
9000588,4092064,105728,Unusual amount,85.1,Cleared
9000589,4093609,109300,High-risk merchant,85.9,Open
9000590,4074909,121748,Unusual amount,80.5,Cleared
9000591,4139151,128761,Unusual amount,95.2,Cleared
9000592,4215648,102832,High-risk merchant,64.5,Cleared
9000593,4152677,111826,Failed/reversed activity,55.8,Cleared
9000594,4146670,117980,High-risk merchant,96.7,Cleared
9000595,4225637,109572,Unusual amount,76.0,Confirmed Fraud
9000596,4076087,109490,High-risk merchant,61.1,Cleared
9000597,4002420,119729,Unusual amount,77.3,Cleared
9000598,4010995,100697,Late-night transaction,62.1,Cleared
9000599,4149360,900057,High-risk merchant,84.1,Cleared
9000600,4172730,112306,High-risk merchant,77.4,Open
9000601,4136450,101141,High-risk merchant,83.0,Confirmed Fraud
9000602,4006585,109865,Failed/reversed activity,95.0,Cleared
9000603,4112300,112477,Failed/reversed activity,58.9,Escalated
9000604,4176445,115380,Unusual amount,58.8,Cleared
9000605,4052265,107937,Failed/reversed activity,93.8,Cleared
9000606,4083497,115651,Unusual amount,73.0,Cleared
9000607,4032036,123065,Unusual amount,79.6,Cleared
9000608,4202069,109672,Failed/reversed activity,62.9,Confirmed Fraud
9000609,4014346,101172,High-risk merchant,97.8,Cleared
9000610,4132386,114026,High-risk merchant,84.2,Cleared
9000611,4068783,127700,High-risk merchant,66.2,Cleared
9000612,4048167,118033,Late-night transaction,76.2,Cleared
9000613,4082147,102985,Unusual amount,64.6,Confirmed Fraud
9000614,4089925,102464,Failed/reversed activity,93.4,Cleared
9000615,4200655,121663,Failed/reversed activity,82.5,Cleared
9000616,4208799,102708,Failed/reversed activity,89.1,Cleared
9000617,4183389,129939,Late-night transaction,61.4,Confirmed Fraud
9000618,4167177,101792,High-risk merchant,96.7,Open
9000619,4105149,114579,Unusual amount,86.7,Open
9000620,4116145,113744,High-risk merchant,80.7,Cleared
9000621,4205355,128321,Late-night transaction,75.4,Cleared
9000622,4158501,108407,High-risk merchant,82.5,Cleared
9000623,4013125,120769,Failed/reversed activity,72.5,Open
9000624,4229825,109373,Late-night transaction,89.1,Escalated
9000625,4086968,120921,Late-night transaction,61.7,Cleared
9000626,4137725,129001,Unusual amount,62.8,Open
9000627,4177289,110231,Unusual amount,86.4,Cleared
9000628,4094602,109958,Unusual amount,86.6,Cleared
9000629,4181467,122687,Unusual amount,81.8,Cleared
9000630,4023472,106942,Late-night transaction,82.6,Open
9000631,4114800,900089,Late-night transaction,92.7,Cleared
9000632,4002720,104498,Late-night transaction,63.7,Open
9000633,4114064,125724,Failed/reversed activity,68.7,Cleared
9000634,4076911,109677,Unusual amount,58.9,Escalated
9000635,4110468,113496,High-risk merchant,58.4,Open
9000636,4040129,118600,Unusual amount,93.2,Cleared
9000637,4003779,128232,High-risk merchant,57.8,Cleared
9000638,4022325,100758,High-risk merchant,68.6,Confirmed Fraud
9000639,4231593,106972,Unusual amount,61.3,Open
9000640,4016110,124662,Late-night transaction,84.5,Confirmed Fraud
9000641,4185251,105999,High-risk merchant,88.3,Cleared
9000642,4034356,106154,Unusual amount,57.8,Cleared
9000643,4211946,119975,Failed/reversed activity,77.6,Cleared
9000644,4177828,115210,Failed/reversed activity,69.0,Cleared
9000645,4197097,100762,Failed/reversed activity,76.9,Open
9000646,4036397,125196,Unusual amount,92.7,Confirmed Fraud
9000647,4146259,122046,Unusual amount,70.1,Cleared
9000648,4179427,127016,Failed/reversed activity,68.5,Cleared
9000649,4030584,108516,Failed/reversed activity,78.0,Confirmed Fraud
9000650,4024649,118169,Failed/reversed activity,87.7,Cleared
9000651,4002898,118812,Unusual amount,84.8,Open
9000652,4162960,115205,Failed/reversed activity,68.6,Escalated
9000653,4167406,104242,High-risk merchant,65.0,Confirmed Fraud
9000654,4072213,118897,Failed/reversed activity,93.0,Escalated
9000655,4108333,109406,High-risk merchant,76.2,Cleared
9000656,4238594,126746,Failed/reversed activity,83.5,Cleared
9000657,4200420,105600,Failed/reversed activity,67.3,Open
9000658,4089808,116216,Unusual amount,91.7,Open
9000659,4228378,114697,Unusual amount,72.7,Confirmed Fraud
9000660,4145922,127081,Unusual amount,95.7,Cleared
9000661,4147923,128602,Unusual amount,91.2,Cleared
9000662,4055840,127327,Failed/reversed activity,66.6,Open
9000663,4233360,117897,High-risk merchant,95.5,Open
9000664,4130810,105025,Unusual amount,90.3,Cleared
9000665,4216104,108377,Failed/reversed activity,63.9,Open
9000666,4184648,109376,Unusual amount,59.6,Cleared
9000667,4004559,108285,Unusual amount,90.0,Confirmed Fraud
9000668,4156191,101377,Failed/reversed activity,72.7,Cleared
9000669,4106775,121636,Unusual amount,70.2,Cleared
9000670,4027470,113651,Failed/reversed activity,81.9,Cleared
9000671,4098364,129741,Failed/reversed activity,92.0,Open
9000672,4030757,106016,High-risk merchant,83.7,Cleared
9000673,4090363,120207,Failed/reversed activity,57.3,Escalated
9000674,4007770,126278,Late-night transaction,86.0,Confirmed Fraud
9000675,4144538,127938,Late-night transaction,79.2,Cleared
9000676,4034950,112277,Late-night transaction,83.8,Confirmed Fraud
9000677,4238339,110759,Unusual amount,82.6,Confirmed Fraud
9000678,4129029,113538,Late-night transaction,60.9,Cleared
9000679,4060008,100754,Late-night transaction,65.4,Cleared
9000680,4105043,113079,Unusual amount,95.1,Confirmed Fraud
9000681,4050508,100186,Unusual amount,84.5,Cleared
9000682,4139539,125376,Failed/reversed activity,97.9,Cleared
9000683,4125465,111350,Late-night transaction,76.9,Cleared
9000684,4003280,129286,Late-night transaction,71.6,Cleared
9000685,4147055,120208,Late-night transaction,65.2,Cleared
9000686,4238817,117652,Unusual amount,76.5,Cleared
9000687,4088630,122414,Unusual amount,65.4,Cleared
9000688,4232666,109416,Late-night transaction,75.8,Open
9000689,4179018,127823,Failed/reversed activity,94.3,Open
9000690,4102525,112229,High-risk merchant,80.9,Cleared
9000691,4106758,115340,Failed/reversed activity,97.7,Escalated
9000692,4142415,125373,High-risk merchant,60.1,Confirmed Fraud
9000693,4112536,126935,Failed/reversed activity,94.8,Cleared
9000694,4124373,100255,High-risk merchant,65.9,Cleared
9000695,4215120,120645,Late-night transaction,98.1,Escalated
9000696,4053630,102127,High-risk merchant,65.7,Open
9000697,4128418,119833,High-risk merchant,68.0,Open
9000698,4156372,110742,High-risk merchant,91.1,Open
9000699,4093409,108746,Late-night transaction,69.2,Cleared
9000700,4185092,100197,Unusual amount,65.1,Cleared
9000701,4090164,103262,Late-night transaction,67.5,Cleared
9000702,4179042,128017,Late-night transaction,65.8,Confirmed Fraud
9000703,4186152,116460,High-risk merchant,84.3,Open
9000704,4126690,128094,Failed/reversed activity,94.0,Cleared
9000705,4033091,121511,Unusual amount,66.1,Cleared
9000706,4113529,127944,Failed/reversed activity,64.0,Cleared
9000707,4209883,118541,Late-night transaction,60.9,Cleared
9000708,4231233,114479,Late-night transaction,66.9,Cleared
9000709,4109858,115617,Late-night transaction,91.9,Open
9000710,4194450,100622,Late-night transaction,93.7,Cleared
9000711,4137588,105566,Late-night transaction,58.7,Cleared
9000712,4135603,129601,High-risk merchant,85.6,Open
9000713,4140769,102928,Failed/reversed activity,85.5,Cleared
9000714,4148867,111386,Failed/reversed activity,84.2,Confirmed Fraud
9000715,4227328,119093,High-risk merchant,58.8,Open
9000716,4234336,127443,Late-night transaction,77.0,Open
9000717,4135181,114251,Failed/reversed activity,55.6,Open
9000718,4212023,115738,Late-night transaction,87.2,Cleared
9000719,4049078,119110,High-risk merchant,65.8,Cleared
9000720,4073073,123003,Unusual amount,87.3,Cleared
9000721,4034845,126385,Unusual amount,87.6,Cleared
9000722,4123608,111280,Unusual amount,59.9,Cleared
9000723,4038327,117163,Late-night transaction,83.5,Open
9000724,4069771,114662,Failed/reversed activity,86.7,Cleared
9000725,4118934,123062,Failed/reversed activity,60.5,Cleared
9000726,4013688,101913,Unusual amount,60.2,Cleared
9000727,4192046,100871,Failed/reversed activity,94.0,Open
9000728,4182693,112485,High-risk merchant,64.9,Cleared
9000729,4054941,116604,Failed/reversed activity,72.5,Confirmed Fraud
9000730,4185305,113793,Unusual amount,92.0,Cleared
9000731,4212063,128077,Failed/reversed activity,75.7,Cleared
9000732,4181895,120127,Unusual amount,97.3,Cleared
9000733,4128947,104709,Unusual amount,68.3,Cleared
9000734,4038058,113277,Unusual amount,76.0,Open
9000735,4184533,121704,Unusual amount,80.5,Open
9000736,4133139,118301,Failed/reversed activity,76.6,Cleared
9000737,4229415,128150,High-risk merchant,81.9,Confirmed Fraud
9000738,4038011,107752,High-risk merchant,56.7,Escalated
9000739,4131062,107359,Failed/reversed activity,70.0,Confirmed Fraud
9000740,4161397,124501,High-risk merchant,66.8,Open
9000741,4138556,100988,Late-night transaction,59.4,Open
9000742,4001281,101523,Failed/reversed activity,77.6,Open
9000743,4038179,112409,Late-night transaction,68.1,Cleared
9000744,4051107,128548,Late-night transaction,95.4,Escalated
9000745,4175320,116162,High-risk merchant,65.2,Open
9000746,4172483,125244,Unusual amount,58.5,Cleared
9000747,4098492,110953,Late-night transaction,92.4,Cleared
9000748,4154617,900022,Late-night transaction,81.5,Open
9000749,4108138,122732,Unusual amount,69.2,Confirmed Fraud
9000750,4220160,123820,High-risk merchant,69.9,Confirmed Fraud
9000751,4056800,128273,Unusual amount,69.8,Confirmed Fraud
9000752,4044958,119546,Failed/reversed activity,85.4,Cleared
9000753,4035088,117581,Unusual amount,68.9,Cleared
9000754,4091576,120659,High-risk merchant,97.9,Cleared
9000755,4063444,118617,Unusual amount,56.1,Cleared
9000756,4202584,119189,Unusual amount,92.6,Cleared
9000757,4210817,104227,Unusual amount,56.3,Cleared
9000758,4098991,100255,Failed/reversed activity,65.7,Cleared
9000759,4080478,108605,Late-night transaction,79.7,Cleared
9000760,4158469,120927,Unusual amount,92.9,Open
9000761,4234967,126086,Unusual amount,77.7,Confirmed Fraud
9000762,4217150,109521,Failed/reversed activity,89.9,Cleared
9000763,4200204,118793,Late-night transaction,77.1,Cleared
9000764,4061298,102043,High-risk merchant,56.4,Cleared
9000765,4198680,100701,Late-night transaction,56.5,Open
9000766,4120575,125009,Late-night transaction,95.4,Escalated
9000767,4133228,108330,Late-night transaction,64.4,Cleared
9000768,4135080,118538,Late-night transaction,88.7,Cleared
9000769,4087742,127860,Late-night transaction,97.3,Cleared
9000770,4213632,102662,Unusual amount,55.7,Open
9000771,4093492,107113,Failed/reversed activity,86.7,Cleared
9000772,4005655,106326,Failed/reversed activity,77.4,Cleared
9000773,4112580,109794,Late-night transaction,69.4,Cleared
9000774,4111473,108104,Unusual amount,76.5,Open
9000775,4005826,110496,Unusual amount,69.1,Confirmed Fraud
9000776,4106284,111637,Unusual amount,69.9,Open
9000777,4222241,106326,High-risk merchant,87.9,Cleared
9000778,4011974,120509,Unusual amount,55.7,Open
9000779,4195207,127873,Late-night transaction,83.2,Confirmed Fraud
9000780,4218557,119694,Late-night transaction,76.5,Confirmed Fraud
9000781,4089729,124968,High-risk merchant,78.0,Open
9000782,4101728,107065,Late-night transaction,89.9,Cleared
9000783,4114527,110481,High-risk merchant,78.5,Confirmed Fraud
9000784,4160565,125448,High-risk merchant,68.2,Cleared
9000785,4093202,122514,Failed/reversed activity,97.2,Confirmed Fraud
