merchant_id,merchant_name,merchant_category,merchant_country,risk_level
7361,Restaurants_2361,Restaurants,Portugal,Low
7362,ATM_2362,ATM,Cyprus,Medium
7363,Utilities_2363,Utilities,Italy,Low
7364,ATM 2364,ATM,Cyprus,Medium
7365,Electronics_2365,Electronics,Cyprus,Medium
7366,Insurance_2366,Insurance,Romania,Low
7367,ATM_2367,ATM,Italy,Medium
7368,Groceries_2368,Groceries,Poland,Low
7369,Groceries_2369,Groceries,Romania,Low
7370,ATM_2370,ATM,Cyprus,Medium
7371,ATM_2371,ATM,Portugal,Medium
7372,Health_2372,Health,Malta,Low
7373,Insurance_2373,Insurance,Germany,Low
7374,Travel_2374,Travel,Lithuania,Medium
7375,Restaurants_2375,Restaurants,Sweden,Low
7376,Electronics_2376,Electronics,Germany,Medium
7377,Education_2377,Education,Italy,Low
7378,ELECTRONICS_2378,Electronics,Belgium,Medium
7379,Groceries_2379,Groceries,France,Low
7380,Groceries_2380,Groceries,France,Low
7381,Health_2381,Health,France,Low
7382,Fashion_2382,Fashion,Ireland,Low
7383,Fashion_2383,Fashion,France,Low
7384,Restaurants_2384,Restaurants,Lithuania,Low
7385,Fashion_2385,Fashion,Ireland,Low
7386,Utilities_2386,Utilities,Ireland,Low
7387,Travel_2387,Travel,Netherlands,Medium
7388,Fashion_2388,Fashion,Spain,Low
7389,Restaurants_2389,Restaurants,Cyprus,Low
7390,Fashion_2390,Fashion,Portugal,Low
7391,Fashion_2391,Fashion,Lithuania,Low
7392,ATM_2392,ATM,Italy,Medium
7393,Fashion_2393,Fashion,Germany,Low
7394,Electronics_2394,Electronics,Italy,Medium
7395,Groceries 2395,Groceries,Ireland,Low
7396,Insurance_2396,Insurance,Belgium,Low
7397,Groceries_2397,Groceries,Germany,Low
7398,HEALTH_2398,Health,Romania,Low
7399,RESTAURANTS_2399,Restaurants,France,Low
7400,Utilities_2400,Utilities,Romania,Low
7401,Education_2401,Education,Malta,Low
7402,ONLINEGAMING_2402,Online Gaming,Cyprus,High
7403,Groceries_2403,Groceries,Spain,Low
7404,Insurance_2404,Insurance,Cyprus,Low
7405,Groceries_2405,Groceries,Sweden,Low
7406,Insurance 2406,Insurance,Italy,Low
7407,Health_2407,Health,Romania,Low
7408,Travel_2408,Travel,Romania,Medium
7409,OnlineGaming_2409,Online Gaming,Poland,High
7410,Restaurants_2410,Restaurants,Spain,Low
7411,Restaurants_2411,Restaurants,Sweden,Low
7412,Groceries_2412,Groceries,Ireland,Low
7413,Education_2413,Education,Netherlands,Low
7414,Travel_2414,Travel,Germany,Medium
7415,CryptoServices_2415,Crypto Services,Netherlands,High
7416,Groceries_2416,Groceries,Poland,Low
7417,HEALTH_2417,Health,Sweden,Low
7418,Groceries_2418,Groceries,Netherlands,Low
7419,Groceries_2419,Groceries,Portugal,Low
7420,Restaurants_2420,Restaurants,France,Low
7421,Health_2421,Health,Cyprus,Low
7422,Insurance_2422,Insurance,Lithuania,Low
7423,CryptoServices_2423,Crypto Services,Italy,High
7424,CRYPTOSERVICES_2424,Crypto Services,Germany,High
7425,Utilities_2425,Utilities,Spain,Low
7426,INSURANCE 2426,Insurance,Lithuania,Low
7427,TRAVEL_2427,Travel,France,Medium
7428,ATM_2428,ATM,Netherlands,Medium
7429,CryptoServices_2429,Crypto Services,Poland,High
7430,Groceries_2430,Groceries,France,Low
7431,Groceries_2431,Groceries,France,Low
7432,Utilities_2432,Utilities,Germany,Low
7433,Electronics_2433,Electronics,Poland,Medium
7434,Fashion_2434,Fashion,Poland,Low
7435,Travel_2435,Travel,Spain,Medium
7436,Restaurants_2436,Restaurants,Belgium,Low
7437,Groceries 2437,Groceries,Cyprus,Low
7438,Health_2438,Health,Poland,Low
7439,ATM_2439,ATM,Poland,Medium
7440,Health_2440,Health,Netherlands,Low
7441,Restaurants_2441,Restaurants,Portugal,Low
7442,Education_2442,Education,France,Low
7443,Fashion_2443,Fashion,Ireland,Low
7444,Fashion_2444,Fashion,Cyprus,Low
7445,Electronics_2445,Electronics,Malta,Medium
7446,ATM_2446,ATM,France,Medium
7447,Groceries_2447,Groceries,Belgium,Low
7448,Restaurants_2448,Restaurants,France,Low
7449,Groceries_2449,Groceries,Cyprus,Low
7450,CryptoServices_2450,Crypto Services,Portugal,High
7451,HEALTH_2451,Health,Romania,Low
7452,FASHION_2452,Fashion,Ireland,Low
7453,Groceries_2453,Groceries,Sweden,Low
7454,Health_2454,Health,Malta,Low
7455,Electronics_2455,Electronics,Portugal,Medium
7456,Fashion_2456,Fashion,Germany,Low
7457,Electronics_2457,Electronics,Cyprus,Medium
7458,Insurance_2458,Insurance,Netherlands,Low
7459,Education_2459,Education,Sweden,Low
7460,Groceries_2460,Groceries,Spain,Low
7461,Fashion 2461,Fashion,Netherlands,Low
7462,Groceries_2462,Groceries,Germany,Low
7463,Travel_2463,Travel,Sweden,Medium
7464,GROCERIES_2464,Groceries,France,Low
7465,Groceries_2465,Groceries,Italy,Low
7466,ATM_2466,ATM,Spain,Medium
7467,ELECTRONICS_2467,Electronics,France,Medium
7468,Fashion_2468,Fashion,Italy,Low
7469,GROCERIES_2469,Groceries,Germany,Low
7470,ATM_2470,ATM,France,Medium
7471,ATM_2471,ATM,Netherlands,Medium
7472,Groceries_2472,Groceries,Sweden,Low
7473,Restaurants_2473,Restaurants,Belgium,Low
7474,Health_2474,Health,Lithuania,Low
7475,ELECTRONICS_2475,Electronics,Sweden,Medium
7476,OnlineGaming_2476,Online Gaming,Sweden,High
7477,Fashion_2477,Fashion,Germany,Low
7478,Travel_2478,Travel,France,Medium
7479,Health_2479,Health,Italy,Low
7480,Utilities_2480,Utilities,Romania,Low
7481,Restaurants 2481,Restaurants,Malta,Low
7482,Health_2482,Health,Poland,Low
7483,Utilities_2483,Utilities,Sweden,Low
7484,TRAVEL_2484,Travel,Netherlands,Medium
7485,Groceries_2485,Groceries,Cyprus,Low
7486,ATM_2486,ATM,Portugal,Medium
7487,Fashion_2487,Fashion,Portugal,Low
7488,Utilities_2488,Utilities,Malta,Low
7489,Groceries_2489,Groceries,Ireland,Low
7490,Electronics 2490,Electronics,Lithuania,Medium
7491,OnlineGaming_2491,Online Gaming,Germany,High
7492,RESTAURANTS_2492,Restaurants,Ireland,Low
7493,Groceries 2493,Groceries,Ireland,Low
7494,Groceries_2494,Groceries,Ireland,Low
7495,INSURANCE 2495,Insurance,Ireland,Low
7496,RESTAURANTS_2496,Restaurants,France,Low
7497,Electronics_2497,Electronics,Belgium,Medium
7498,Restaurants_2498,Restaurants,Portugal,Low
7499,Restaurants_2499,Restaurants,Malta,Low
